FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED
2/6/18,AA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1626,36,1925,1945,20,0
2/6/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,659,-6,1039,1031,-8,0
2/6/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1821,-9,2030,2014,-16,0
2/6/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,717,-13,929,908,-21,0
2/6/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,2120,-5,101,37,-24,0
2/6/18,AA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,911,41,1505,1544,39,0
2/6/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1950,-5,2336,2318,-18,0
2/6/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,853,-9,1214,1152,-22,0
2/6/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1733,-17,2243,2235,-8,0
2/6/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1804,-6,2150,2142,-8,0
2/6/18,AA,SJU,"San Juan, PR",PR,DFW,"Dallas/Fort Worth, TX",TX,946,-4,1321,1313,-8,0
2/6/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1205,-5,1544,1546,2,0
2/6/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1627,-8,1839,1839,0,0
2/7/18,NK,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1501,-11,1725,1659,-26,0
2/7/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1017,-8,1358,1412,14,0
2/7/18,AA,SJU,"San Juan, PR",PR,DFW,"Dallas/Fort Worth, TX",TX,1455,31,1800,1822,22,0
2/7/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1456,13,1645,1645,0,0
2/7/18,AA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1615,25,1925,1934,9,0
2/7/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,656,-9,1039,1027,-12,0
2/7/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1824,-6,2030,2006,-24,0
2/7/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,717,-13,929,918,-11,0
2/7/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,2119,-6,101,46,-15,0
2/7/18,AA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,822,-8,1505,1540,35,0
2/7/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1950,-5,2336,2346,10,0
2/7/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,847,-15,1214,1201,-13,0
2/7/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1745,-5,2243,2245,2,0
2/7/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1804,-6,2150,2140,-10,0
2/7/18,AA,SJU,"San Juan, PR",PR,DFW,"Dallas/Fort Worth, TX",TX,938,-12,1321,1257,-24,0
2/7/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1207,-3,1544,1556,12,0
2/7/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1635,0,1839,1825,-14,0
2/7/18,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1138,-12,1644,1628,-16,0
2/7/18,NK,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1437,94,1644,1814,90,0
2/7/18,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,1536,31,2130,2213,43,0
2/7/18,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,1152,-3,1627,1713,46,0
2/7/18,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,1750,20,2026,2045,19,0
2/7/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,842,-18,1103,1049,-14,0
2/7/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1004,-11,1213,1150,-23,0
2/7/18,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,716,6,1339,1414,35,0
2/7/18,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,,,351,,,1
2/7/18,B6,SJU,"San Juan, PR",PR,BDL,"Hartford, CT",CT,1325,-6,1634,1618,-16,0
2/7/18,B6,BDL,"Hartford, CT",CT,SJU,"San Juan, PR",PR,558,-2,1053,1045,-8,0
2/7/18,B6,SJU,"San Juan, PR",PR,STX,"Christiansted, VI",VI,1451,-2,1534,1536,2,0
2/7/18,B6,STX,"Christiansted, VI",VI,SJU,"San Juan, PR",PR,1608,-3,1655,1652,-3,0
2/7/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,,,1442,,,1
2/7/18,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,1404,-2,1718,1712,-6,0
2/7/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1238,30,1539,1617,38,0
2/7/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1812,-2,2004,1951,-13,0
2/7/18,B6,MCO,"Orlando, FL",FL,BQN,"Aguadilla, PR",PR,2210,32,118,142,24,0
2/7/18,B6,BQN,"Aguadilla, PR",PR,MCO,"Orlando, FL",FL,252,14,433,425,-8,0
2/7/18,B6,MCO,"Orlando, FL",FL,PSE,"Ponce, PR",PR,2305,80,138,246,68,0
2/7/18,B6,PSE,"Ponce, PR",PR,MCO,"Orlando, FL",FL,236,-14,455,424,-31,0
2/7/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1341,1,1725,1720,-5,0
2/7/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2035,20,2223,2236,13,0
2/7/18,B6,JFK,"New York, NY",NY,PSE,"Ponce, PR",PR,2353,-6,450,444,-6,0
2/7/18,B6,PSE,"Ponce, PR",PR,JFK,"New York, NY",NY,548,-12,907,841,-26,0
2/7/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1313,-2,1805,1759,-6,0
2/7/18,B6,BQN,"Aguadilla, PR",PR,JFK,"New York, NY",NY,602,-2,859,845,-14,0
2/7/18,B6,JFK,"New York, NY",NY,BQN,"Aguadilla, PR",PR,23,25,444,507,23,0
2/7/18,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,831,18,1316,1307,-9,0
2/7/18,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,450,-11,809,747,-22,0
2/7/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2150,23,111,137,26,0
2/7/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,510,-10,725,710,-15,0
2/7/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,2126,61,2354,50,56,0
2/7/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,846,-11,1046,1023,-23,0
2/7/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1030,-14,1255,1227,-28,0
2/7/18,B6,STT,"Charlotte Amalie, VI",VI,SJU,"San Juan, PR",PR,924,-16,1020,954,-26,0
2/7/18,B6,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,1144,-5,1359,1346,-13,0
2/7/18,WN,SJU,"San Juan, PR",PR,BWI,"Baltimore, MD",MD,1146,-4,1510,1448,-22,0
2/7/18,WN,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1521,51,1630,1711,41,0
2/7/18,WN,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,2020,80,2055,2155,60,0
2/7/18,WN,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1634,9,1840,1834,-6,0
2/7/18,WN,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,626,-4,850,832,-18,0
2/7/18,WN,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,1514,44,1655,1736,41,0
2/7/18,WN,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,1551,86,1810,1941,91,0
2/7/18,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,952,-3,1443,1437,-6,0
2/7/18,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,1534,-11,1850,1838,-12,0
2/7/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1016,-4,1510,1502,-8,0
2/7/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,812,7,1255,1411,76,0
2/7/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1518,83,1703,1829,86,0
2/7/18,UA,SJU,"San Juan, PR",PR,IAD,"Washington, DC",VA,1353,2,1646,1653,7,0
2/7/18,UA,IAD,"Washington, DC",VA,SJU,"San Juan, PR",PR,819,4,1300,1320,20,0
2/7/18,UA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,728,-2,1405,1411,6,0
2/7/18,UA,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,733,-2,1225,1221,-4,0
2/7/18,UA,IAH,"Houston, TX",TX,SJU,"San Juan, PR",PR,939,-6,1600,1615,15,0
2/7/18,UA,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1337,-8,1650,1658,8,0
2/7/18,F9,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,245,-12,515,437,-38,0
2/7/18,F9,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1935,-10,107,40,-27,0
2/7/18,F9,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2151,94,9,141,92,0
2/7/18,F9,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,149,-10,523,500,-23,0
2/7/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,550,-10,926,908,-18,0
2/7/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1406,50,1504,1542,38,0
2/7/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1815,39,1948,2029,41,0
2/7/18,B6,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,1449,9,1827,1844,17,0
2/7/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,800,0,1251,1250,-1,0
2/7/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1439,48,1658,1758,60,0
2/7/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,703,23,1025,1053,28,0
2/7/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2115,-6,2327,2311,-16,0
2/7/18,B6,SJU,"San Juan, PR",PR,STT,"Charlotte Amalie, VI",VI,820,-10,905,850,-15,0
2/7/18,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,701,-8,1202,1135,-27,0
2/7/18,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1245,-7,1606,1628,22,0
2/7/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1532,-10,1849,1830,-19,0
2/7/18,B6,DCA,"Washington, DC",VA,SJU,"San Juan, PR",PR,753,-7,1246,1221,-25,0
2/7/18,B6,SJU,"San Juan, PR",PR,DCA,"Washington, DC",VA,1856,-9,2159,2134,-25,0
2/7/18,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,2348,54,339,427,48,0
2/7/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,550,-10,1044,1041,-3,0
2/7/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,,,1446,,,1
2/7/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1142,32,1300,1313,13,0
2/7/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,13,14,443,450,7,0
2/7/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,649,-11,1002,939,-23,0
2/7/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,2046,-13,2357,2338,-19,0
2/7/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1651,0,2036,2036,0,0
2/7/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,841,-8,1217,1212,-5,0
2/7/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,2130,16,2300,2254,-6,0
2/7/18,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,,,801,,,1
2/7/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,842,-3,1231,1217,-14,0
2/7/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1624,29,1924,1950,26,0
2/7/18,NK,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1901,77,1935,2033,58,0
2/7/18,NK,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1035,-5,1412,1357,-15,0
2/7/18,WN,BWI,"Baltimore, MD",MD,SJU,"San Juan, PR",PR,903,33,1335,1423,48,0
2/7/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1900,25,2205,2217,12,0
2/7/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1202,7,1525,1538,13,0
2/7/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1624,24,1945,1954,9,0
2/7/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1049,49,1340,1430,50,0
2/7/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1558,-12,1920,1907,-13,0
2/7/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1355,-10,1738,1723,-15,0
2/7/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1119,-11,1328,1305,-23,0
2/7/18,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1357,-9,1714,1658,-16,0
2/7/18,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1740,-10,2059,2040,-19,0
2/7/18,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,736,-29,1305,1206,-59,0
2/7/18,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1509,-6,1825,1753,-32,0
2/7/18,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1825,-1,2255,2254,-1,0
2/7/18,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,942,-1,1415,1418,3,0
2/7/18,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,749,-11,1054,1048,-6,0
2/7/18,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1820,81,2004,2122,78,0
2/7/18,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1317,100,1604,1752,108,0
2/7/18,UA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1500,-5,1815,1821,6,0
2/7/18,UA,SJU,"San Juan, PR",PR,IAH,"Houston, TX",TX,1656,-4,1955,1949,-6,0
2/8/18,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,2252,-3,351,342,-9,0
2/8/18,B6,SJU,"San Juan, PR",PR,BDL,"Hartford, CT",CT,1336,5,1634,1623,-11,0
2/8/18,B6,BDL,"Hartford, CT",CT,SJU,"San Juan, PR",PR,640,40,1053,1137,44,0
2/8/18,B6,SJU,"San Juan, PR",PR,STX,"Christiansted, VI",VI,,,1534,,,1
2/8/18,B6,STX,"Christiansted, VI",VI,SJU,"San Juan, PR",PR,,,1655,,,1
2/8/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,934,-14,1442,1433,-9,0
2/8/18,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,1326,39,1556,1619,23,0
2/8/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1201,-7,1539,1531,-8,0
2/8/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1808,-6,2004,1944,-20,0
2/8/18,B6,MCO,"Orlando, FL",FL,BQN,"Aguadilla, PR",PR,2155,17,118,128,10,0
2/8/18,B6,BQN,"Aguadilla, PR",PR,MCO,"Orlando, FL",FL,235,-3,433,407,-26,0
2/8/18,B6,MCO,"Orlando, FL",FL,PSE,"Ponce, PR",PR,2143,-2,138,129,-9,0
2/8/18,B6,PSE,"Ponce, PR",PR,MCO,"Orlando, FL",FL,334,44,455,534,39,0
2/8/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1333,-7,1725,1721,-4,0
2/8/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2033,18,2223,2222,-1,0
2/8/18,B6,JFK,"New York, NY",NY,PSE,"Ponce, PR",PR,2355,-4,450,453,3,0
2/8/18,B6,PSE,"Ponce, PR",PR,JFK,"New York, NY",NY,547,-13,907,842,-25,0
2/8/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1313,-2,1805,1759,-6,0
2/8/18,B6,BQN,"Aguadilla, PR",PR,JFK,"New York, NY",NY,625,21,859,859,0,0
2/8/18,B6,JFK,"New York, NY",NY,BQN,"Aguadilla, PR",PR,2357,-1,444,436,-8,0
2/8/18,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,650,-10,1202,1145,-17,0
2/8/18,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,456,-5,809,749,-20,0
2/8/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2159,32,111,141,30,0
2/8/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,512,-8,725,702,-23,0
2/8/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,2032,7,2354,2350,-4,0
2/8/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,849,-8,1046,1040,-6,0
2/8/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1037,-7,1255,1238,-17,0
2/8/18,B6,STT,"Charlotte Amalie, VI",VI,SJU,"San Juan, PR",PR,933,-7,1020,1009,-11,0
2/8/18,B6,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,1326,97,1359,1527,88,0
2/8/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,552,-8,926,913,-13,0
2/8/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1322,6,1504,1455,-9,0
2/8/18,B6,FLL,"Fort Lauderdale, FL",FL,BQN,"Aguadilla, PR",PR,2335,-3,303,255,-8,0
2/8/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1816,40,1948,2006,18,0
2/8/18,B6,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,1611,91,1827,1943,76,0
2/8/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,750,-10,1251,1232,-19,0
2/8/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1341,-10,1658,1626,-32,0
2/8/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,640,0,1025,1023,-2,0
2/8/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2151,30,2327,2342,15,0
2/8/18,B6,SJU,"San Juan, PR",PR,STT,"Charlotte Amalie, VI",VI,821,-9,905,851,-14,0
2/8/18,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,1437,448,1202,1940,458,0
2/8/18,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,2026,454,1606,2330,444,0
2/8/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1535,-7,1849,1832,-17,0
2/8/18,B6,DCA,"Washington, DC",VA,SJU,"San Juan, PR",PR,755,-5,1246,1247,1,0
2/8/18,B6,SJU,"San Juan, PR",PR,DCA,"Washington, DC",VA,1857,-8,2159,2136,-23,0
2/8/18,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,2331,37,339,406,27,0
2/8/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,550,-10,1044,1027,-17,0
2/8/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1136,-8,1446,1417,-29,0
2/8/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1108,-2,1300,1304,4,0
2/8/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,2353,-6,443,433,-10,0
2/8/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,650,-10,1002,933,-29,0
2/8/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,2058,-1,2357,2337,-20,0
2/8/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1731,40,2036,2110,34,0
2/8/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,948,59,1217,1302,45,0
2/8/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,2110,-4,2300,2249,-11,0
2/8/18,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,517,28,801,804,3,0
2/8/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,854,9,1231,1231,0,0
2/8/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1605,10,1924,1926,2,0
2/8/18,NK,FLL,"Fort Lauderdale, FL",FL,BQN,"Aguadilla, PR",PR,1307,-3,1637,1622,-15,0
2/8/18,NK,BQN,"Aguadilla, PR",PR,FLL,"Fort Lauderdale, FL",FL,1730,-4,1915,1907,-8,0
2/8/18,NK,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1739,-5,1935,1922,-13,0
2/8/18,NK,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1032,-8,1412,1351,-21,0
2/8/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1609,-1,1920,1907,-13,0
2/8/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1359,-6,1738,1721,-17,0
2/8/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1122,-8,1328,1257,-31,0
2/8/18,WN,BWI,"Baltimore, MD",MD,SJU,"San Juan, PR",PR,831,1,1335,1344,9,0
2/8/18,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,1005,10,1443,1454,11,0
2/8/18,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,1537,-8,1850,1826,-24,0
2/8/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1026,6,1510,1531,21,0
2/8/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,802,-3,1255,1257,2,0
2/8/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1339,-16,1703,1657,-6,0
2/8/18,UA,SJU,"San Juan, PR",PR,IAD,"Washington, DC",VA,1342,-9,1646,1634,-12,0
2/8/18,UA,IAD,"Washington, DC",VA,SJU,"San Juan, PR",PR,813,-2,1300,1302,2,0
2/8/18,UA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,728,-2,1405,1410,5,0
2/8/18,UA,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,827,-3,1320,1331,11,0
2/8/18,UA,IAH,"Houston, TX",TX,SJU,"San Juan, PR",PR,941,-4,1600,1600,0,0
2/8/18,UA,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1444,4,1745,1756,11,0
2/8/18,UA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1457,-8,1815,1756,-19,0
2/8/18,UA,SJU,"San Juan, PR",PR,IAH,"Houston, TX",TX,1647,-13,1955,1937,-18,0
2/8/18,F9,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,249,-8,515,440,-35,0
2/8/18,F9,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,232,33,523,534,11,0
2/8/18,F9,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1952,7,107,53,-14,0
2/8/18,F9,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2017,0,9,2356,-13,0
2/8/18,F9,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1034,-21,1530,1558,28,0
2/8/18,F9,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1619,-1,1927,1959,32,0
2/8/18,NK,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1300,-3,1644,1635,-9,0
2/8/18,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,1520,15,2130,2140,10,0
2/8/18,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,1148,-7,1627,1638,11,0
2/8/18,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,1720,-10,2026,2029,3,0
2/8/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,853,-7,1103,1040,-23,0
2/8/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1009,-6,1213,1152,-21,0
2/8/18,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,706,-4,1339,1428,49,0
2/8/18,NK,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1508,-4,1725,1707,-18,0
2/8/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1850,15,2205,2211,6,0
2/8/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1203,8,1525,1532,7,0
2/8/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1618,18,1945,1950,5,0
2/8/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,959,-1,1340,1347,7,0
2/8/18,WN,SJU,"San Juan, PR",PR,BWI,"Baltimore, MD",MD,1149,-1,1510,1449,-21,0
2/8/18,WN,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1438,8,1630,1628,-2,0
2/8/18,WN,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1913,13,2055,2050,-5,0
2/8/18,WN,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1627,2,1840,1831,-9,0
2/8/18,WN,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,628,-2,850,824,-26,0
2/8/18,WN,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,1429,-1,1655,1627,-28,0
2/8/18,WN,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,1453,28,1810,1837,27,0
2/8/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1018,-7,1358,1345,-13,0
2/8/18,AA,SJU,"San Juan, PR",PR,DFW,"Dallas/Fort Worth, TX",TX,1506,42,1800,1907,67,0
