FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED
2/1/18,NK,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1504,-8,1725,1706,-19,0
2/1/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1021,-4,1358,1351,-7,0
2/1/18,AA,SJU,"San Juan, PR",PR,DFW,"Dallas/Fort Worth, TX",TX,1432,8,1800,1806,6,0
2/1/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1440,-3,1645,1643,-2,0
2/1/18,AA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1542,-8,1925,1914,-11,0
2/1/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,704,-1,1039,1035,-4,0
2/1/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1819,-11,2030,2001,-29,0
2/1/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,729,-1,929,921,-8,0
2/1/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,2119,-6,101,42,-19,0
2/1/18,AA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,828,-2,1505,1457,-8,0
2/1/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1950,-5,2336,2320,-16,0
2/1/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,848,-14,1214,1207,-7,0
2/1/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1745,-5,2243,2228,-15,0
2/1/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1800,-10,2150,2143,-7,0
2/1/18,AA,SJU,"San Juan, PR",PR,DFW,"Dallas/Fort Worth, TX",TX,943,-7,1321,1307,-14,0
2/1/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1208,-2,1544,1532,-12,0
2/1/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1646,11,1839,1829,-10,0
2/1/18,UA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1457,-8,1815,1755,-20,0
2/1/18,UA,SJU,"San Juan, PR",PR,IAH,"Houston, TX",TX,1652,-8,1955,1938,-17,0
2/1/18,NK,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1300,-3,1644,1644,0,0
2/1/18,WN,BWI,"Baltimore, MD",MD,SJU,"San Juan, PR",PR,826,-4,1335,1324,-11,0
2/1/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1838,3,2205,2158,-7,0
2/1/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,727,-8,1105,1050,-15,0
2/1/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1154,-1,1525,1515,-10,0
2/1/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1602,2,1945,1940,-5,0
2/1/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1945,0,2330,2313,-17,0
2/1/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,958,-2,1340,1338,-2,0
2/1/18,WN,SJU,"San Juan, PR",PR,BWI,"Baltimore, MD",MD,1150,0,1510,1456,-14,0
2/1/18,WN,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1428,-2,1630,1611,-19,0
2/1/18,WN,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,712,-3,915,856,-19,0
2/1/18,WN,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1910,10,2055,2056,1,0
2/1/18,WN,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2023,-2,2240,2228,-12,0
2/1/18,WN,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1623,-2,1840,1826,-14,0
2/1/18,WN,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,624,-6,850,829,-21,0
2/1/18,WN,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,1428,-2,1655,1640,-15,0
2/1/18,WN,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,1444,19,1810,1831,21,0
2/1/18,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,1531,26,2130,2155,25,0
2/1/18,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,1147,-8,1627,1631,4,0
2/1/18,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,1725,-5,2026,2035,9,0
2/1/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,854,-6,1103,1054,-9,0
2/1/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1000,-15,1213,1149,-24,0
2/1/18,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,710,0,1339,1347,8,0
2/1/18,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1349,-17,1714,1648,-26,0
2/1/18,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1734,-16,2059,2039,-20,0
2/1/18,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,759,-6,1305,1236,-29,0
2/1/18,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1517,2,1825,1819,-6,0
2/1/18,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1823,-3,2255,2233,-22,0
2/1/18,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,955,12,1415,1426,11,0
2/1/18,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,754,-6,1054,1048,-6,0
2/1/18,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1655,-4,2004,1940,-24,0
2/1/18,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1136,-1,1604,1605,1,0
2/1/18,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1145,-5,1644,1623,-21,0
2/1/18,UA,IAH,"Houston, TX",TX,SJU,"San Juan, PR",PR,943,-2,1600,1551,-9,0
2/1/18,UA,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1453,13,1745,1753,8,0
2/1/18,F9,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,246,-11,515,439,-36,0
2/1/18,F9,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,206,7,523,528,5,0
2/1/18,F9,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2017,0,9,2359,-10,0
2/1/18,F9,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1938,-7,107,51,-16,0
2/1/18,F9,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1047,-8,1530,1516,-14,0
2/1/18,F9,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1606,-14,1927,1903,-24,0
2/1/18,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,38,103,351,532,101,0
2/1/18,B6,SJU,"San Juan, PR",PR,BDL,"Hartford, CT",CT,1344,13,1634,1639,5,0
2/1/18,B6,BDL,"Hartford, CT",CT,SJU,"San Juan, PR",PR,557,-3,1053,1113,20,0
2/1/18,B6,SJU,"San Juan, PR",PR,STX,"Christiansted, VI",VI,1446,-7,1534,1520,-14,0
2/1/18,B6,STX,"Christiansted, VI",VI,SJU,"San Juan, PR",PR,1600,-11,1655,1643,-12,0
2/1/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,941,-7,1442,1437,-5,0
2/1/18,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,1316,29,1556,1611,15,0
2/1/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1200,-8,1539,1531,-8,0
2/1/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1901,47,2004,2050,46,0
2/1/18,B6,MCO,"Orlando, FL",FL,BQN,"Aguadilla, PR",PR,2203,25,118,138,20,0
2/1/18,B6,BQN,"Aguadilla, PR",PR,MCO,"Orlando, FL",FL,245,7,433,429,-4,0
2/1/18,B6,MCO,"Orlando, FL",FL,PSE,"Ponce, PR",PR,2317,92,138,252,74,0
2/1/18,B6,PSE,"Ponce, PR",PR,MCO,"Orlando, FL",FL,231,-19,455,430,-25,0
2/1/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1407,27,1725,1759,34,0
2/1/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2242,13,35,57,22,0
2/1/18,B6,JFK,"New York, NY",NY,PSE,"Ponce, PR",PR,2358,-1,450,442,-8,0
2/1/18,B6,PSE,"Ponce, PR",PR,JFK,"New York, NY",NY,544,-16,907,841,-26,0
2/1/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1309,-6,1805,1754,-11,0
2/1/18,B6,BQN,"Aguadilla, PR",PR,JFK,"New York, NY",NY,602,-2,859,841,-18,0
2/1/18,B6,JFK,"New York, NY",NY,BQN,"Aguadilla, PR",PR,2354,-4,444,435,-9,0
2/1/18,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,702,2,1202,1230,28,0
2/1/18,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,448,-13,809,748,-21,0
2/1/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2138,11,111,112,1,0
2/1/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,511,-9,725,711,-14,0
2/1/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,2040,15,2354,13,19,0
2/1/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,845,-12,1046,1029,-17,0
2/1/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1046,2,1255,1255,0,0
2/1/18,B6,STT,"Charlotte Amalie, VI",VI,SJU,"San Juan, PR",PR,926,-14,1020,1000,-20,0
2/1/18,B6,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,1148,-1,1359,1400,1,0
2/1/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,606,6,926,935,9,0
2/1/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1529,14,1707,1734,27,0
2/1/18,B6,FLL,"Fort Lauderdale, FL",FL,BQN,"Aguadilla, PR",PR,2328,-10,303,255,-8,0
2/1/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1745,9,1948,1952,4,0
2/1/18,B6,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,1455,15,1827,1844,17,0
2/1/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,750,-10,1251,1255,4,0
2/1/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1349,-2,1658,1635,-23,0
2/1/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,638,-2,1025,1017,-8,0
2/1/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2303,102,2327,55,88,0
2/1/18,B6,SJU,"San Juan, PR",PR,STT,"Charlotte Amalie, VI",VI,816,-14,905,843,-22,0
2/1/18,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,709,0,1202,1154,-8,0
2/1/18,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1249,-3,1606,1547,-19,0
2/1/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1533,-9,1849,1828,-21,0
2/1/18,B6,DCA,"Washington, DC",VA,SJU,"San Juan, PR",PR,756,-4,1246,1251,5,0
2/1/18,B6,SJU,"San Juan, PR",PR,DCA,"Washington, DC",VA,1855,-10,2159,2143,-16,0
2/1/18,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,2316,22,339,348,9,0
2/1/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,549,-11,1044,1028,-16,0
2/1/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1137,-7,1446,1423,-23,0
2/1/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1106,-4,1300,1254,-6,0
2/1/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,2350,-9,443,434,-9,0
2/1/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,652,-8,1002,945,-17,0
2/1/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,2058,-1,2357,2359,2,0
2/1/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1827,96,2036,2214,98,0
2/1/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,840,-9,1217,1204,-13,0
2/1/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,2107,-7,2300,2251,-9,0
2/1/18,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,448,-1,801,745,-16,0
2/1/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1043,-2,1430,1432,2,0
2/1/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1829,29,2129,2158,29,0
2/1/18,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,947,-8,1443,1415,-28,0
2/1/18,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,1539,-6,1850,1849,-1,0
2/1/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1017,-3,1510,1510,0,0
2/1/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,757,-8,1255,1250,-5,0
2/1/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1347,-8,1703,1729,26,0
2/1/18,NK,FLL,"Fort Lauderdale, FL",FL,BQN,"Aguadilla, PR",PR,1305,-5,1637,1624,-13,0
2/1/18,NK,BQN,"Aguadilla, PR",PR,FLL,"Fort Lauderdale, FL",FL,1730,-4,1915,1900,-15,0
2/1/18,NK,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1740,-4,1935,1923,-12,0
2/1/18,NK,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1036,-4,1412,1403,-9,0
2/1/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1613,3,1920,1922,2,0
2/1/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1358,-7,1738,1729,-9,0
2/1/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1121,-9,1328,1311,-17,0
2/1/18,UA,SJU,"San Juan, PR",PR,IAD,"Washington, DC",VA,1330,-21,1646,1622,-24,0
2/1/18,UA,IAD,"Washington, DC",VA,SJU,"San Juan, PR",PR,811,-4,1300,1258,-2,0
2/1/18,UA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,724,-6,1405,1347,-18,0
2/1/18,UA,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,850,20,1320,1348,28,0
2/2/18,NK,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1734,-10,1935,1919,-16,0
2/2/18,NK,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1030,-10,1412,1400,-12,0
2/2/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1604,-6,1920,1902,-18,0
2/2/18,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1400,-5,1738,1732,-6,0
2/2/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1120,-10,1328,1313,-15,0
2/2/18,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1143,-7,1644,1627,-17,0
2/2/18,UA,SJU,"San Juan, PR",PR,IAD,"Washington, DC",VA,1334,-17,1646,1639,-7,0
2/2/18,UA,IAD,"Washington, DC",VA,SJU,"San Juan, PR",PR,808,-7,1300,1247,-13,0
2/2/18,UA,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,725,-5,1405,1345,-20,0
2/2/18,UA,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,853,23,1320,1349,29,0
2/2/18,UA,IAH,"Houston, TX",TX,SJU,"San Juan, PR",PR,940,-5,1600,1541,-19,0
2/2/18,UA,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1509,29,1745,1759,14,0
2/2/18,UA,SJU,"San Juan, PR",PR,ORD,"Chicago, IL",IL,1508,3,1815,1824,9,0
2/2/18,UA,SJU,"San Juan, PR",PR,IAH,"Houston, TX",TX,1648,-12,1955,1948,-7,0
2/2/18,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,2250,-5,351,334,-17,0
2/2/18,B6,SJU,"San Juan, PR",PR,BDL,"Hartford, CT",CT,1347,16,1634,1640,6,0
2/2/18,B6,BDL,"Hartford, CT",CT,SJU,"San Juan, PR",PR,600,0,1053,1116,23,0
2/2/18,B6,SJU,"San Juan, PR",PR,STX,"Christiansted, VI",VI,1444,-9,1534,1527,-7,0
2/2/18,B6,STX,"Christiansted, VI",VI,SJU,"San Juan, PR",PR,1602,-9,1655,1642,-13,0
2/2/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,942,-6,1442,1457,15,0
2/2/18,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,1346,59,1556,1654,58,0
2/2/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1309,61,1539,1704,85,0
2/2/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1850,36,2004,2027,23,0
2/2/18,B6,MCO,"Orlando, FL",FL,BQN,"Aguadilla, PR",PR,2226,48,118,204,46,0
2/2/18,B6,BQN,"Aguadilla, PR",PR,MCO,"Orlando, FL",FL,247,9,433,431,-2,0
2/2/18,B6,MCO,"Orlando, FL",FL,PSE,"Ponce, PR",PR,,,138,,,1
2/2/18,B6,PSE,"Ponce, PR",PR,MCO,"Orlando, FL",FL,342,52,455,536,41,0
2/2/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1343,3,1725,1747,22,0
2/2/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2007,-8,2223,2159,-24,0
2/2/18,B6,JFK,"New York, NY",NY,PSE,"Ponce, PR",PR,2353,-6,450,432,-18,0
2/2/18,B6,PSE,"Ponce, PR",PR,JFK,"New York, NY",NY,550,-10,907,843,-24,0
2/2/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,1312,-3,1805,1753,-12,0
2/2/18,B6,BQN,"Aguadilla, PR",PR,JFK,"New York, NY",NY,554,-10,859,830,-29,0
2/2/18,B6,JFK,"New York, NY",NY,BQN,"Aguadilla, PR",PR,2356,-2,444,431,-13,0
2/2/18,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,656,-4,1202,1243,41,0
2/2/18,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,620,79,809,917,68,0
2/2/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2118,-9,111,58,-13,0
2/2/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,507,-13,725,703,-22,0
2/2/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,2017,-8,2354,2338,-16,0
2/2/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,847,-10,1046,1026,-20,0
2/2/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1034,-10,1255,1234,-21,0
2/2/18,B6,STT,"Charlotte Amalie, VI",VI,SJU,"San Juan, PR",PR,935,-5,1020,1024,4,0
2/2/18,B6,SJU,"San Juan, PR",PR,TPA,"Tampa, FL",FL,1210,21,1359,1410,11,0
2/2/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,552,-8,926,915,-11,0
2/2/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1322,6,1504,1457,-7,0
2/2/18,B6,FLL,"Fort Lauderdale, FL",FL,BQN,"Aguadilla, PR",PR,2332,-6,303,244,-19,0
2/2/18,B6,BQN,"Aguadilla, PR",PR,FLL,"Fort Lauderdale, FL",FL,402,-11,553,540,-13,0
2/2/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1829,53,1948,2035,47,0
2/2/18,B6,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,1507,27,1827,1906,39,0
2/2/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,753,-7,1251,1249,-2,0
2/2/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1342,-9,1658,1637,-21,0
2/2/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,637,-3,1025,1029,4,0
2/2/18,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,2118,-3,2327,2317,-10,0
2/2/18,B6,SJU,"San Juan, PR",PR,STT,"Charlotte Amalie, VI",VI,819,-11,905,849,-16,0
2/2/18,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,704,-5,1202,1149,-13,0
2/2/18,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,1250,-2,1606,1538,-28,0
2/2/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1540,-2,1849,1835,-14,0
2/2/18,B6,DCA,"Washington, DC",VA,SJU,"San Juan, PR",PR,751,-9,1246,1237,-9,0
2/2/18,B6,SJU,"San Juan, PR",PR,DCA,"Washington, DC",VA,1857,-8,2159,2146,-13,0
2/2/18,B6,EWR,"Newark, NJ",NJ,SJU,"San Juan, PR",PR,101,127,339,538,119,0
2/2/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,557,-3,1044,1104,20,0
2/2/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1149,5,1446,1442,-4,0
2/2/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,1115,5,1300,1307,7,0
2/2/18,B6,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,2352,-7,443,430,-13,0
2/2/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,650,-10,1002,951,-11,0
2/2/18,B6,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,2049,-10,2357,2346,-11,0
2/2/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1653,2,2036,2027,-9,0
2/2/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,935,46,1217,1305,48,0
2/2/18,B6,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,2237,83,2300,33,93,0
2/2/18,B6,SJU,"San Juan, PR",PR,EWR,"Newark, NJ",NJ,439,-10,801,739,-22,0
2/2/18,B6,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,841,-4,1231,1229,-2,0
2/2/18,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1612,17,1924,1941,17,0
2/2/18,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,947,-8,1443,1413,-30,0
2/2/18,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,1534,-11,1850,1824,-26,0
2/2/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1018,-2,1510,1520,10,0
2/2/18,AA,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,802,-3,1255,1246,-9,0
2/2/18,AA,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1348,-7,1703,1648,-15,0
2/2/18,F9,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2018,1,9,9,0,0
2/2/18,F9,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,2103,78,107,212,65,0
2/2/18,F9,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,150,-9,523,458,-25,0
2/2/18,F9,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,237,-20,515,438,-37,0
2/2/18,G4,SFB,"Sanford, FL",FL,SJU,"San Juan, PR",PR,753,-7,1142,1135,-7,0
2/2/18,G4,SJU,"San Juan, PR",PR,SFB,"Sanford, FL",FL,1219,-8,1409,1433,24,0
2/2/18,NK,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1259,-4,1644,1641,-3,0
2/2/18,WN,BWI,"Baltimore, MD",MD,SJU,"San Juan, PR",PR,830,0,1335,1322,-13,0
2/2/18,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,1459,-6,2130,2124,-6,0
2/2/18,AA,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,1239,44,1627,1711,44,0
2/2/18,AA,SJU,"San Juan, PR",PR,CLT,"Charlotte, NC",NC,1755,25,2026,2052,26,0
2/2/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,846,-14,1103,1106,3,0
2/2/18,AA,SJU,"San Juan, PR",PR,MIA,"Miami, FL",FL,1001,-14,1213,1154,-19,0
2/2/18,AA,DFW,"Dallas/Fort Worth, TX",TX,SJU,"San Juan, PR",PR,830,80,1339,1509,90,0
2/2/18,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1357,-9,1714,1655,-19,0
2/2/18,DL,SJU,"San Juan, PR",PR,JFK,"New York, NY",NY,1734,-16,2059,2022,-37,0
2/2/18,DL,JFK,"New York, NY",NY,SJU,"San Juan, PR",PR,800,-5,1305,1310,5,0
2/2/18,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1508,-7,1825,1755,-30,0
2/2/18,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1829,3,2255,2242,-13,0
2/2/18,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,938,-5,1415,1407,-8,0
2/2/18,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,759,-1,1054,1049,-5,0
2/2/18,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,1644,-15,2004,1941,-23,0
2/2/18,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,1138,1,1604,1558,-6,0
2/2/18,NK,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,1459,-13,1725,1655,-30,0
2/2/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,2016,101,2205,2340,95,0
2/2/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,731,-4,1105,1058,-7,0
2/2/18,WN,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,1215,20,1525,1536,11,0
2/2/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,1600,0,1945,1947,2,0
2/2/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,2025,40,2330,8,38,0
2/2/18,WN,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,959,-1,1340,1347,7,0
2/2/18,WN,SJU,"San Juan, PR",PR,BWI,"Baltimore, MD",MD,1147,-3,1510,1448,-22,0
